,Лига,Клуб,Имя,Номер игрока,Возраст,Позиция,Сыгранные матчи,Играл в основном составе,Завершенные матчи,Начинал со скамейки,Провел игру на скамейке,Кол-во минут,Желтые карточки,Красные карточки,Голы
945,Bundesliga,Wolfsburg,Karamoko,37,20,Нападающий,1,0,0,1,1,8,0,0,0
946,Bundesliga,Wolfsburg,Azzaoui,38,21,Нападающий,0,0,0,0,5,0,0,0,0
947,Bundesliga,Wolfsburg,Llanez,26,18,Нападающий,0,0,0,0,2,0,0,0,0
948,Bundesliga,Wolfsburg,Uduokhai,17,22,Центральный защитник,0,0,0,0,1,0,0,0,0
949,Bundesliga,Wolfsburg,Kasten,35,18,Вратарь,0,0,0,0,1,0,0,0,0
950,Bundesliga,Wolfsburg,Klinger,30,24,Вратарь,0,0,0,0,1,0,0,0,0
951,Bundesliga,Wolfsburg,Ntep,21,27,Нападающий,0,0,0,0,0,0,0,0,0
952,Bundesliga,Wolfsburg,Camacho,4,29,Полузащитник,0,0,0,0,0,0,0,0,0
953,Bundesliga,Wolfsburg,Yeboah,29,19,Нападающий,0,0,0,0,0,0,0,0,0
954,Bundesliga,Wolfsburg,Siersleben,39,19,Центральный защитник,0,0,0,0,0,0,0,0,0
955,Bundesliga,Freiburg,Schwolow,1,27,Вратарь,24,24,23,0,1,2093,0,0,-32
956,Bundesliga,Freiburg,Koch,25,23,Центральный защитник,32,31,27,1,0,2708,3,0,1
957,Bundesliga,Freiburg,Günter,30,26,Левый защитник,34,34,31,0,0,3032,2,0,2
958,Bundesliga,Freiburg,Heintz,23,26,Центральный защитник,28,27,26,1,6,2434,2,0,0
959,Bundesliga,Freiburg,Lienhart,3,23,Центральный защитник,22,20,19,2,7,1816,3,0,0
960,Bundesliga,Freiburg,Schmid,7,29,Полузащитник,33,31,26,2,0,2839,1,0,5
961,Bundesliga,Freiburg,Höfler,27,29,Полузащитник,32,31,28,1,0,2785,9,0,1
962,Bundesliga,Freiburg,Grifo,32,26,Полузащитник,26,17,4,9,0,1620,1,1,4
963,Bundesliga,Freiburg,Höler,9,25,Нападающий,34,28,12,6,0,2495,4,0,8
964,Bundesliga,Freiburg,Petersen,18,31,Нападающий,34,24,21,10,0,2428,1,0,11
965,Bundesliga,Freiburg,Haberer,19,25,Центральный нападающий,26,20,12,6,0,1725,4,1,2
966,Bundesliga,Freiburg,Flekken,26,26,Вратарь,10,10,10,0,16,900,0,0,-14
967,Bundesliga,Freiburg,Sallai,22,22,Нападающий,21,15,1,6,11,1170,2,0,2
968,Bundesliga,Freiburg,Waldschmidt,11,23,Нападающий,23,14,4,9,1,1269,3,0,7
969,Bundesliga,Freiburg,Gulde,5,28,Центральный защитник,17,15,11,2,6,1373,0,0,1
970,Bundesliga,Freiburg,Kwon,28,25,Полузащитник,23,6,1,17,9,664,0,0,2
971,Bundesliga,Freiburg,Thiede,40,20,Вратарь,1,0,0,1,16,67,0,0,-1
972,Bundesliga,Freiburg,Abrashi,6,29,Полузащитник,13,8,3,5,14,665,3,0,0
973,Bundesliga,Freiburg,Frantz,8,33,Полузащитник,18,3,0,15,8,343,2,0,0
974,Bundesliga,Freiburg,Schlotterbeck,4,20,Центральный защитник,13,4,3,9,20,371,0,0,0
975,Bundesliga,Freiburg,Borrello,21,24,Нападающий,7,4,0,3,20,299,0,0,0
976,Bundesliga,Freiburg,Kübler,17,27,Правый защитник,5,3,0,2,1,211,1,0,0
977,Bundesliga,Freiburg,Keitel,36,19,Полузащитник,3,2,0,1,7,174,0,0,0
978,Bundesliga,Freiburg,Itter,24,20,Левый защитник,3,0,0,3,14,32,0,0,0
979,Bundesliga,Freiburg,Gondorf,20,31,Полузащитник,2,2,0,0,7,122,1,0,0
980,Bundesliga,Freiburg,Tempelmann,32,20,Полузащитник,1,1,0,0,16,34,0,0,0
981,Bundesliga,Freiburg,Jeong,29,20,Нападающий,0,0,0,0,5,0,0,0,0
982,Bundesliga,Freiburg,Ravet,16,30,Нападающий,0,0,0,0,3,0,0,0,0
983,Bundesliga,Freiburg,Kleindienst,34,24,Нападающий,0,0,0,0,1,0,0,0,0
984,Bundesliga,Freiburg,Terrazzino,13,28,Нападающий,0,0,0,0,0,0,0,0,0
985,Bundesliga,Freiburg,Kath,38,25,Полузащитник,0,0,0,0,0,0,0,0,0
986,Bundesliga,Freiburg,Kammerbauer,14,22,Полузащитник,0,0,0,0,0,0,0,0,0
987,Bundesliga,Freiburg,Rüdlin,39,22,Полузащитник,0,0,0,0,0,0,0,0,0
988,Bundesliga,Eintracht Frankfurt,Trapp,1,29,Вратарь,22,22,22,0,1,1980,1,0,-38
989,Bundesliga,Eintracht Frankfurt,Touré,18,23,Правый защитник,19,18,13,1,11,1495,2,0,1
990,Bundesliga,Eintracht Frankfurt,Hinteregger,13,27,Центральный защитник,31,30,29,1,2,2721,8,0,8
991,Bundesliga,Eintracht Frankfurt,N'Dicka,2,20,Центральный защитник,22,20,15,2,12,1725,3,0,1
992,Bundesliga,Eintracht Frankfurt,Abraham,19,33,Центральный защитник,20,19,15,1,5,1691,2,1,2
993,Bundesliga,Eintracht Frankfurt,Kostić,10,27,Полузащитник,33,33,32,0,0,2959,4,0,4
994,Bundesliga,Eintracht Frankfurt,Rode,17,29,Полузащитник,29,25,8,4,1,1948,6,0,3
995,Bundesliga,Eintracht Frankfurt,Kamada,15,23,Полузащитник,28,22,13,6,4,1972,5,0,2
996,Bundesliga,Eintracht Frankfurt,Hasebe,20,35,Полузащитник,23,21,21,2,8,1966,3,0,0
997,Bundesliga,Eintracht Frankfurt,Sow,8,22,Полузащитник,29,18,13,11,2,1740,2,0,1
998,Bundesliga,Eintracht Frankfurt,André Silva,33,24,Нападающий,25,16,7,9,4,1575,2,0,12
999,Bundesliga,Eintracht Frankfurt,Rønnow,32,27,Вратарь,9,9,9,0,20,810,0,0,-14
1000,Bundesliga,Eintracht Frankfurt,Kohr,28,25,Полузащитник,26,16,4,10,5,1449,5,1,0
1001,Bundesliga,Eintracht Frankfurt,Dost,9,30,Нападающий,24,16,8,8,0,1475,2,0,8
1002,Bundesliga,Eintracht Frankfurt,Gonçalo Paciência,39,25,Нападающий,23,15,10,8,1,1280,4,0,7
1003,Bundesliga,Eintracht Frankfurt,Danny da Costa,24,26,Правый защитник,19,15,12,4,13,1389,0,0,1
1004,Bundesliga,Eintracht Frankfurt,Wiedwald,29,29,Вратарь,3,3,3,0,10,270,0,0,-8
1005,Bundesliga,Eintracht Frankfurt,Chandler,22,29,Правый защитник,22,12,9,10,12,1212,4,0,5
1006,Bundesliga,Eintracht Frankfurt,Gaćinović,11,24,Полузащитник,23,11,0,12,5,1048,2,0,0
1007,Bundesliga,Eintracht Frankfurt,Gelson Fernandes,5,33,Полузащитник,11,10,5,1,9,779,4,1,0
1008,Bundesliga,Eintracht Frankfurt,Ilsanker,3,30,Полузащитник,12,9,7,3,1,837,4,0,2
1009,Bundesliga,Eintracht Frankfurt,Durm,25,27,Центральный защитник,9,6,2,3,20,512,0,0,0
1010,Bundesliga,Eintracht Frankfurt,Torró,16,25,Полузащитник,7,4,2,3,11,331,4,1,0
1011,Bundesliga,Eintracht Frankfurt,De Guzmán,6,32,Полузащитник,8,0,0,8,6,78,1,0,0
1012,Bundesliga,Eintracht Frankfurt,Joveljić,7,20,Нападающий,4,2,1,2,12,149,1,0,0
1013,Bundesliga,Eintracht Frankfurt,Falette,3,27,Центральный защитник,1,1,1,0,6,90,0,0,0
1014,Bundesliga,Eintracht Frankfurt,Rebić,4,26,Нападающий,1,1,1,0,0,90,1,0,0
1015,Bundesliga,Eintracht Frankfurt,Çetin,30,19,Полузащитник,0,0,0,0,7,0,0,0,0
1016,Bundesliga,Eintracht Frankfurt,Zimmermann,37,34,Вратарь,0,0,0,0,3,0,0,0,0
1017,Bundesliga,Eintracht Frankfurt,Russ,23,34,Центральный защитник,0,0,0,0,1,0,0,0,0
1018,Bundesliga,Eintracht Frankfurt,Ćavar,42,21,Полузащитник,0,0,0,0,1,0,0,0,0
1019,Bundesliga,Eintracht Frankfurt,Nils Stendera,26,19,Полузащитник,0,0,0,0,1,0,0,0,0
1020,Bundesliga,Eintracht Frankfurt,Müller,27,32,Полузащитник,0,0,0,0,0,0,0,0,0
1021,Bundesliga,Eintracht Frankfurt,Tawatha,33,27,Левый защитник,0,0,0,0,0,0,0,0,0
1022,Bundesliga,Eintracht Frankfurt,Willems,15,25,Левый защитник,0,0,0,0,0,0,0,0,0
1023,Bundesliga,Eintracht Frankfurt,Stendera,21,24,Полузащитник,0,0,0,0,0,0,0,0,0
1024,Bundesliga,Eintracht Frankfurt,Tuta,35,20,Центральный защитник,0,0,0,0,0,0,0,0,0
1025,Bundesliga,Eintracht Frankfurt,Finger,38,18,Полузащитник,0,0,0,0,0,0,0,0,0
1026,Bundesliga,Eintracht Frankfurt,Bördner,40,17,Вратарь,0,0,0,0,0,0,0,0,0
1027,Bundesliga,Hertha Berliner,Jarstein,22,35,Вратарь,29,29,28,0,2,2548,1,1,-46
1028,Bundesliga,Hertha Berliner,Klünter,13,23,Правый защитник,23,20,20,3,10,1876,5,0,0
1029,Bundesliga,Hertha Berliner,Mittelstädt,17,22,Левый защитник,26,19,16,7,3,1882,4,0,1
1030,Bundesliga,Hertha Berliner,Boyata,20,29,Центральный защитник,28,28,25,0,0,2439,8,1,4
1031,Bundesliga,Hertha Berliner,Plattenhardt,21,27,Левый защитник,17,17,14,0,12,1399,1,0,0
1032,Bundesliga,Hertha Berliner,Grujić,15,23,Полузащитник,29,29,22,0,4,2422,9,0,4
1033,Bundesliga,Hertha Berliner,Darida,6,29,Полузащитник,28,25,17,3,2,2261,7,1,3
1034,Bundesliga,Hertha Berliner,Skjelbred,3,32,Полузащитник,24,21,10,3,5,1638,4,0,0
1035,Bundesliga,Hertha Berliner,Stark,5,24,Полузащитник,21,20,15,1,6,1735,8,0,1
1036,Bundesliga,Hertha Berliner,Lukebakio,28,22,Нападающий,30,24,6,6,4,2043,2,0,7
1037,Bundesliga,Hertha Berliner,Dilrosun,16,21,Нападающий,23,16,6,7,3,1313,2,0,4
1038,Bundesliga,Hertha Berliner,Kraft,1,31,Вратарь,4,4,4,0,19,360,1,0,-9
1039,Bundesliga,Hertha Berliner,Ibišević,19,35,Нападающий,25,15,3,10,9,1256,4,0,7
1040,Bundesliga,Hertha Berliner,Torunarigha,25,22,Центральный защитник,18,16,16,2,14,1461,3,0,1
1041,Bundesliga,Hertha Berliner,Wolf,30,24,Нападающий,21,15,9,6,0,1410,2,1,1
1042,Bundesliga,Hertha Berliner,Rekik,4,25,Центральный защитник,14,14,14,0,8,1260,0,0,1
1043,Bundesliga,Hertha Berliner,Smarsch,12,20,Вратарь,2,1,1,1,11,150,0,0,-4
1044,Bundesliga,Hertha Berliner,Selke,27,24,Нападающий,19,10,6,9,0,957,3,0,1
1045,Bundesliga,Hertha Berliner,Piątek,7,24,Нападающий,15,9,5,6,0,907,2,0,4
1046,Bundesliga,Hertha Berliner,Maier,23,20,Полузащитник,14,5,3,9,5,529,0,0,0
1047,Bundesliga,Hertha Berliner,Matheus Cunha,26,20,Нападающий,11,9,5,2,0,746,3,0,5
1048,Bundesliga,Hertha Berliner,Pekarík,2,33,Правый защитник,9,9,8,0,6,770,2,0,0
1049,Bundesliga,Hertha Berliner,Ascacíbar,18,22,Нападающий,8,7,7,1,0,633,2,0,0
1050,Bundesliga,Hertha Berliner,Duda,10,25,Полузащитник,7,6,1,1,6,451,2,0,0
1051,Bundesliga,Hertha Berliner,Löwen,7,22,Полузащитник,7,2,2,5,3,309,0,0,0
1052,Bundesliga,Hertha Berliner,Leckie,11,28,Нападающий,7,1,1,6,7,189,0,0,0
1053,Bundesliga,Hertha Berliner,Esswein,9,29,Нападающий,7,1,0,6,4,209,1,0,0
1054,Bundesliga,Hertha Berliner,Kalou,8,34,Нападающий,5,1,0,4,12,147,0,0,1
1055,Bundesliga,Hertha Berliner,Köpke,14,24,Центральный нападающий,4,1,0,3,13,119,0,0,0
1056,Bundesliga,Hertha Berliner,Ngankam,33,19,Нападающий,4,0,0,4,5,81,0,0,0
1057,Bundesliga,Hertha Berliner,Samardžić,40,17,Полузащитник,3,0,0,3,5,32,0,0,0
1058,Bundesliga,Hertha Berliner,Redan,33,18,Центральный нападающий,1,0,0,1,1,20,0,0,0
1059,Bundesliga,Hertha Berliner,Dárdai,31,17,Центральный защитник,0,0,0,0,6,0,0,0,0
1060,Bundesliga,Hertha Berliner,Rekik,35,18,Центральный защитник,0,0,0,0,3,0,0,0,0
1061,Bundesliga,Hertha Berliner,Friede,26,21,Полузащитник,0,0,0,0,2,0,0,0,0
1062,Bundesliga,Hertha Berliner,Covic,34,21,Нападающий,0,0,0,0,1,0,0,0,0
1063,Bundesliga,Hertha Berliner,Baak,29,20,Центральный защитник,0,0,0,0,1,0,0,0,0
1064,Bundesliga,Hertha Berliner,Dardai,24,20,Нападающий,0,0,0,0,1,0,0,0,0
1065,Bundesliga,Hertha Berliner,Klatte,37,19,Вратарь,0,0,0,0,1,0,0,0,0
1066,Bundesliga,Hertha Berliner,Netz,32,16,Левый защитник,0,0,0,0,1,0,0,0,0
1067,Bundesliga,Hertha Berliner,Kiprit,36,20,Нападающий,0,0,0,0,0,0,0,0,0
1068,Bundesliga,Hertha Berliner,Jastrzembski,32,19,Нападающий,0,0,0,0,0,0,0,0,0
1069,Bundesliga,Hertha Berliner,Albrecht,39,18,Полузащитник,0,0,0,0,0,0,0,0,0
1070,Bundesliga,Union Berlin,Gikiewicz,1,32,Вратарь,33,33,33,0,1,2970,0,0,-54
1071,Bundesliga,Union Berlin,Trimmel,28,32,Правый защитник,32,32,31,0,0,2864,6,0,0
1072,Bundesliga,Union Berlin,Lenz,25,25,Левый защитник,26,26,24,0,0,2269,2,0,0
1073,Bundesliga,Union Berlin,Friedrich,5,24,Центральный защитник,31,31,30,0,1,2790,10,1,2
1074,Bundesliga,Union Berlin,Schlotterbeck,31,22,Центральный защитник,23,23,20,0,2,1942,6,1,0
1075,Bundesliga,Union Berlin,Subotić,3,31,Центральный защитник,23,23,16,0,8,1972,2,1,1
1076,Bundesliga,Union Berlin,Andrich,30,25,Полузащитник,30,30,23,0,0,2579,12,1,1
1077,Bundesliga,Union Berlin,Gentner,34,34,Полузащитник,31,29,17,2,2,2453,4,0,3
1078,Bundesliga,Union Berlin,Andersson,10,22,Нападающий,33,31,19,2,0,2688,5,0,12
1079,Bundesliga,Union Berlin,Bülter,15,26,Нападающий,32,28,12,4,2,2332,1,0,7
1080,Bundesliga,Union Berlin,Ingvartsen,32,23,Нападающий,28,20,4,8,3,1725,4,0,5
1081,Bundesliga,Union Berlin,Nicolas,35,22,Вратарь,1,1,1,0,31,90,0,0,-4
1082,Bundesliga,Union Berlin,Ujah,11,29,Нападающий,24,10,0,14,10,945,0,0,3
1083,Bundesliga,Union Berlin,Prömel,21,24,Полузащитник,16,9,7,7,1,919,2,0,0
1084,Bundesliga,Union Berlin,Malli,18,27,Полузащитник,13,9,0,4,3,678,1,0,0
1085,Bundesliga,Union Berlin,Hübner,19,28,Центральный защитник,11,9,8,2,8,849,2,0,0
1086,Bundesliga,Union Berlin,Busk,12,26,Вратарь,0,0,0,0,2,0,0,0,0
1087,Bundesliga,Union Berlin,Kroos,23,28,Полузащитник,15,3,0,12,15,370,1,0,0
1088,Bundesliga,Union Berlin,Becker,27,24,Нападающий,13,5,1,8,10,536,1,0,0
1089,Bundesliga,Union Berlin,Ryerson,6,22,Правый защитник,14,3,3,11,10,358,2,0,0
1090,Bundesliga,Union Berlin,Parensen,29,33,Центральный защитник,9,6,5,3,15,627,4,0,1
1091,Bundesliga,Union Berlin,Polter,9,28,Нападающий,13,2,0,11,13,328,1,1,2
1092,Bundesliga,Union Berlin,Mees,8,23,Полузащитник,15,1,0,14,7,312,1,0,0
1093,Bundesliga,Union Berlin,Reichel,14,33,Левый защитник,7,6,4,1,14,534,0,0,0
1094,Bundesliga,Union Berlin,Schmiedebach,24,31,Полузащитник,5,2,0,3,17,178,0,0,0
1095,Bundesliga,Union Berlin,Abdullahi,20,23,Нападающий,6,1,0,5,5,153,1,0,1
1096,Bundesliga,Union Berlin,Gogia,7,27,Полузащитник,3,1,0,2,1,120,0,0,0
1097,Bundesliga,Union Berlin,Flecker,17,24,Полузащитник,0,0,0,0,6,0,0,0,0
1098,Bundesliga,Union Berlin,Rapp,18,23,Центральный защитник,0,0,0,0,3,0,0,0,0
1099,Bundesliga,Union Berlin,Kade,26,20,Полузащитник,0,0,0,0,3,0,0,0,0
1100,Bundesliga,Union Berlin,Hartel,7,23,Полузащитник,0,0,0,0,0,0,0,0,0
1101,Bundesliga,Union Berlin,Dietz,4,22,Центральный защитник,0,0,0,0,0,0,0,0,0
1102,Bundesliga,Union Berlin,Kahraman,36,21,Полузащитник,0,0,0,0,0,0,0,0,0
1103,Bundesliga,Union Berlin,Maloney,33,20,Центральный защитник,0,0,0,0,0,0,0,0,0
1104,Bundesliga,Union Berlin,Opfermann,40,19,Полузащитник,0,0,0,0,0,0,0,0,0
1105,Bundesliga,Union Berlin,Dehl,16,18,Нападающий,0,0,0,0,0,0,0,0,0
1106,Bundesliga,Schalke 04,Nübel,35,23,Вратарь,26,26,25,0,4,2316,1,1,-40
1107,Bundesliga,Schalke 04,Kenny,20,22,Правый защитник,31,31,23,0,0,2725,5,0,2
1108,Bundesliga,Schalke 04,Oczipka,24,30,Левый защитник,34,33,33,1,0,3014,4,0,0
1109,Bundesliga,Schalke 04,Kabak,4,19,Центральный защитник,26,21,18,5,4,1776,4,0,3
1110,Bundesliga,Schalke 04,Nastasić,5,26,Центральный защитник,16,15,15,1,6,1364,2,0,0
1111,Bundesliga,Schalke 04,Caligiuri,18,31,Полузащитник,28,26,16,2,0,2300,5,0,2
1112,Bundesliga,Schalke 04,McKennie,2,21,Полузащитник,28,24,17,4,0,2077,8,0,3
1113,Bundesliga,Schalke 04,Harit,25,22,Полузащитник,25,24,16,1,0,2109,3,0,6
1114,Bundesliga,Schalke 04,Mascarell,6,26,Полузащитник,23,23,20,0,0,2029,4,0,0
1115,Bundesliga,Schalke 04,Serdar,8,22,Полузащитник,20,19,12,1,0,1605,2,0,7
1116,Bundesliga,Schalke 04,Raman,9,25,Нападающий,25,19,4,6,4,1610,2,0,4
1117,Bundesliga,Schalke 04,Schubert,23,21,Вратарь,9,8,8,1,20,741,0,0,-18
1118,Bundesliga,Schalke 04,Schöpf,28,25,Полузащитник,22,15,14,7,3,1426,3,0,0
1119,Bundesliga,Schalke 04,Matondo,14,19,Нападающий,20,14,3,6,9,1168,1,0,2
1120,Bundesliga,Schalke 04,Burgstaller,19,30,Нападающий,21,13,9,8,8,1232,3,0,0
1121,Bundesliga,Schalke 04,Kutucu,15,19,Центральный нападающий,25,3,0,22,6,660,2,0,3
1122,Bundesliga,Schalke 04,Langer,34,34,Вратарь,0,0,0,0,13,0,0,0,0
1123,Bundesliga,Schalke 04,Sané,26,29,Центральный защитник,15,13,12,2,0,1125,3,0,2
1124,Bundesliga,Schalke 04,Gregoritsch,11,25,Нападающий,14,10,4,4,3,831,2,0,1
1125,Bundesliga,Schalke 04,Miranda,3,19,Левый защитник,11,8,5,3,16,781,2,0,0
1126,Bundesliga,Schalke 04,Stambouli,17,29,Полузащитник,9,9,9,0,0,810,2,0,0
1127,Bundesliga,Schalke 04,Boujellab,16,20,Полузащитник,11,3,0,8,12,414,2,0,0
1128,Bundesliga,Schalke 04,Becker,31,22,Центральный защитник,10,4,1,6,11,335,0,0,0
1129,Bundesliga,Schalke 04,Uth,7,28,Нападающий,8,4,0,4,3,353,0,0,0
1130,Bundesliga,Schalke 04,Todibo,21,20,Центральный защитник,8,4,1,4,3,365,2,0,0
1131,Bundesliga,Schalke 04,Mercan,37,19,Полузащитник,5,1,0,4,25,69,0,0,0
1132,Bundesliga,Schalke 04,Bozdogan,40,18,Полузащитник,3,3,1,0,1,236,1,1,0
1133,Bundesliga,Schalke 04,Thiaw,33,18,Центральный защитник,4,0,0,4,5,73,0,0,0
1134,Bundesliga,Schalke 04,Reese,21,22,Полузащитник,2,1,0,1,8,86,0,0,0
1135,Bundesliga,Schalke 04,Hofmann,43,22,Полузащитник,1,0,0,1,3,2,0,0,0
1136,Bundesliga,Schalke 04,Skrzybski,22,27,Нападающий,0,0,0,0,8,0,0,0,0
1137,Bundesliga,Schalke 04,Carls,27,22,Левый защитник,0,0,0,0,4,0,0,0,0
1138,Bundesliga,Schalke 04,Konoplyanka,11,30,Полузащитник,0,0,0,0,0,0,0,0,0
1139,Bundesliga,Schalke 04,Rudy,13,29,Полузащитник,0,0,0,0,0,0,0,0,0
1140,Bundesliga,Schalke 04,Bentaleb,10,25,Полузащитник,0,0,0,0,0,0,0,0,0
1141,Bundesliga,Schalke 04,Mendyl,3,22,Левый защитник,0,0,0,0,0,0,0,0,0
1142,Bundesliga,Mainz 05,Zentner,27,25,Вратарь,22,22,21,0,3,1936,1,0,-40
1143,Bundesliga,Mainz 05,Niakhate,19,23,Центральный защитник,33,33,33,0,0,2970,7,0,1
1144,Bundesliga,Mainz 05,Aarón,3,22,Левый защитник,22,21,16,1,9,1797,2,0,0
1145,Bundesliga,Mainz 05,St. Juste,4,23,Центральный защитник,25,24,20,1,1,2116,7,0,2
1146,Bundesliga,Mainz 05,Quaison,7,26,Полузащитник,32,31,19,1,2,2613,2,0,13
1147,Bundesliga,Mainz 05,Baku,34,21,Полузащитник,30,26,23,4,1,2350,5,1,1
1148,Bundesliga,Mainz 05,Kunde,14,24,Полузащитник,28,22,10,6,5,1872,6,0,4
1149,Bundesliga,Mainz 05,Öztunali,8,23,Полузащитник,27,19,11,8,7,1778,1,0,4
1150,Bundesliga,Mainz 05,Fernandes,20,23,Полузащитник,24,18,10,6,3,1488,6,1,1
1151,Bundesliga,Mainz 05,Boëtius,5,25,Нападающий,28,26,19,2,5,2270,5,0,4
1152,Bundesliga,Mainz 05,Onisiwo,21,27,Нападающий,32,16,7,16,0,1722,3,0,4
1153,Bundesliga,Mainz 05,Müller,1,22,Вратарь,13,12,12,1,18,1124,0,0,-25
1154,Bundesliga,Mainz 05,Brosinski,18,31,Полузащитник,26,16,13,10,8,1701,3,0,2
1155,Bundesliga,Mainz 05,Szalai,28,32,Нападающий,27,12,4,15,4,1140,1,0,1
1156,Bundesliga,Mainz 05,Latza,6,30,Полузащитник,23,15,7,8,4,1374,7,0,0
1157,Bundesliga,Mainz 05,Barreiro,35,19,Полузащитник,18,11,4,7,14,939,4,0,0
1158,Bundesliga,Mainz 05,Dahmen,37,21,Вратарь,0,0,0,0,12,0,0,0,0
1159,Bundesliga,Mainz 05,Mateta,9,22,Нападающий,18,12,3,6,1,1056,1,1,3
1160,Bundesliga,Mainz 05,Hack,42,26,Центральный защитник,14,9,7,5,13,803,2,0,0
1161,Bundesliga,Mainz 05,Awoniyi,22,22,Нападающий,12,5,2,7,8,478,1,0,1
1162,Bundesliga,Mainz 05,Pierre-Gabriel,2,21,Центральный защитник,8,8,3,0,12,579,3,0,0
1163,Bundesliga,Mainz 05,Bruma,13,28,Центральный защитник,8,8,7,0,3,676,3,0,0
1164,Bundesliga,Mainz 05,Burkardt,29,19,Центральный нападающий,8,3,0,5,17,251,0,0,1
1165,Bundesliga,Mainz 05,Mwene,23,25,Центральный защитник,4,4,3,0,9,316,1,0,0
1166,Bundesliga,Mainz 05,Maxim,10,29,Полузащитник,5,0,0,5,14,113,1,0,0
1167,Bundesliga,Mainz 05,Ji Dong-Won,11,28,Нападающий,4,1,0,3,9,100,1,0,0
1168,Bundesliga,Mainz 05,Gürleyen,31,20,Центральный защитник,0,0,0,0,4,0,0,0,0
1169,Bundesliga,Mainz 05,Meier,17,20,Левый защитник,0,0,0,0,2,0,0,0,0
1170,Bundesliga,Mainz 05,Bell,16,28,Центральный защитник,0,0,0,0,1,0,0,0,0
1171,Bundesliga,Mainz 05,Gbamin,25,24,Центральный защитник,0,0,0,0,0,0,0,0,0
